Sentence,Emotion
정말?,놀람
"여기 경치 너무 좋다, 그죠?",행복
어? 어 그러네...,놀람
그냥 무조건 믿어요?,놀람
네?,놀람
야~이게 지금 내방이야? 우와~딴 방 같어.,행복
너 정말 저녁도 못 얻어먹고 쫓겨 나왔어? 세상에~내가 증말!,분노
"도대체 뭐라고 그러면서 쫓아? 이야기라도 들어보자, 어디.",분노
네?,놀람
어?,놀람
"아유, 이제야 사람 사는거 같으네. 내일부터는 아침운동까지 시켜서 보내야지. 얼마나 좋아, 아침 일찍 일어나 배든든하게 해가지고 가뿐하게 하루를 시작하면!",행복
"아, 저 자식이 증말~",분노
네? 네에...,놀람
"그럼, 좋다마다! 오늘은 새벽 5시에 일어나서 온식구들 아침까지 챙겨줬다, 우리 마누라가!",행복
정말? 그리고 회사를 출근했단 말이야?,놀람
이걸 다...저희 엄마가요?,놀람
이런것도 할 줄 알어? 이거 요즘 젊은 사람들은 좋아도 안하는거 아니냐?,놀람
"그래? 아주 모르는 게 없구나, 우리 새아기는-",행복
"어, 오빠!",놀람
"미안해, 정말! 오빠도 정말 정말 보고 싶었는데~",슬픔
"알았어, 알았어! 대신 뽀뽀 한번만!",행복
오빠! 오빠도 일어났어요?,놀람
지는 시집 안갈거야? 시집가 지 남편하고 애들 안 거둬?,분노
지금 막 하시는 중이면 어떻게 하죠? 오늘 오후에 보고를 해야 하는데요.,분노
내가 이 자식을 왜 데리고 나왔지?,분노
"아니, 그럼 어떻게 해요? 내가 양복 위에 제대로 걸칠 겨울 옷이 뭐가 있어요?",분노
"아니, 남자가 말이지, 양복이란거는 기본적인 건데 말이죠, 그걸 언제 입을지 모르는거지, 그렇게 딱 잘라서 입으실 일 없잖아요! 이럴 수 있는 거예요? 최소한 아들 장가 보낼 땐 한 벌 얻어 입나했네.",분노
네? 네에… 저기 욕실에 샤워부스가 없네요?,놀람
"아니, 일부러 맞추라고 해도 이렇게 못하겠네. 어떻게 이렇게 딱 맞는 걸 사다주나 그래? 어때요?",놀람
그래요? 미안해요...아직 내가 차도하나 없어서.,슬픔
"아까, 나 때문에 그렇게 뛰어 온거예요?",놀람
그리고 날 그렇게 찾은 거예요?,놀람
회사 회식이면 업무거든? 우리 집중 좀 하자~,분노
"엄마, 이렇게 다 싸주면 식구들은 뭘 먹어?",놀람
"그냥, 엄마하란대로 하라니까!",분노
이젠 그럴 필요가 없잖아!,분노
아니 이걸 왜 니가 해?,놀람
이 밤에 뭐하냐?,놀람
왜 그래? 엄마 왜 그러는데?,놀람
몰라서 물어? 왜 오빠한테 그렇게 퉁명스럽냐고!,분노
내가 그럼 사근사근하게 굴어야하는 이유가 뭔데?,분노
아니 얘가 얘가! 무슨 말을 하는거야?,분노
저 앞에 쟨 뭐하는 거야? 다 비켜주면 어쩌라고!,분노
"뭐가, 오빠?",놀람
그렇게 둘이 크게 싸워?,놀람
"아니 그 코트를 안 입으면, 뭘 입어요?",놀람
그건 뭐예요?,놀람
갑자기 왜 이러세요?,놀람
뭐가요?,놀람
"아니, 늦게 들어오면 늦게 들어온다고 한소리 하더니만, 이젠 일찍 들어왔다고 뭐라 하기예요?",놀람
아니 당신 지금 뭐하는 거예요?,놀람
"아니, 그걸 왜 돌려줘요?",놀람
"이따위 걸로 살살 아들을 꼬셔 내려고하는데, 그럼 안 돌려줘요! 저 갈비 굴비까지 다 돈으로 쳐서 돌려줄거예요!",분노
아니 그렇게까지 감정적으로 그럴 필요는 없잖아요?,놀람
그냥 이렇게 아들은 못 뺏겨요!,분노
뭐?,놀람
아니라니깐요.,분노
네?,놀람
오늘 정말 깍두기 담그시게요?,놀람
너 장난하냐?,분노
뭐가?,놀람
"왜 하필 연말인 날 날을 잡아 그래, 엄마는?",놀람
정말?,놀람
네?,놀람
어? 어...어...,놀람
어?,놀람
괜찮아?! ,놀람
"진짜 싸가지네, 저 여자. ",분노
무슨 소리야? ,놀람
"우리가 뭐 저 안으로 들어가면 지를 잡아먹냐, 어쩌냐? 옷깃만 스쳐도 인연이라는데.. 비 맞아 덜덜 떠는 사람을 뻔히 보고도 안으로 들어 오라는 말 한마디 없이, 인정머리가 없어, 에이, 짜증나. ",분노
넌 저런 늙다리가 여자로 보이냐? ,놀람
내가? ,놀람
"이제 열다섯짜리 여자 애 가방에서 담배라니요, 이게 말이 됩니까? ",분노
예?,놀람
나를..요? ,놀람
네?,놀람
어려서 그래요? 왜 그렇게 무모해요? ,분노
난 니가 나랑 같은 회사 다닌다니까 출퇴근할 때 심심하지 않을 거 같아서 좋다. 내가 사랑하는 이사님이랑 너랑 만나 게 된다는 것도 너무 신나고. ,행복
선배 개..고기 먹어? ,놀람
정말? ,놀람
"아니 그게 왜 우리 경비 잘못이에요? 문 안잠근 직원들, ",분노
"우리가 경비를 제대로 섰어봐. 외부사람이 회사 안에 침입한 걸 왜 못 잡아! 자네 그날 밤, 숙직실에 친구들 불러다 놓고 소주 빨았지? 이제 자식까지 낳을 거면서 세상 그렇게 쉽게 살면 못써, 이 사람아! 한번만 더 근무 시간에 자리 이탈해봐. 그 놈의 경비복 벗겨버릴 테니까. ",분노
나는 왜 빼? ,놀람
그 사람 얘긴 왜 해. 이젠 얼굴도 생각 안나는데..,슬픔
"나쁜 놈, 앞길 창창한 여잘, 미혼모로 만들고..한 여자 인생을 망쳐놔도 어떻게 이렇게 망쳐놀 수가 있어. ",분노
어?,놀람
언제 저런 자료들을 다 모았어? ,놀람
하루가 다르게 자라지? ,행복
왜? ,놀람
그 나이 땐 나두 그런 생각했는데... 지금은... ,슬픔
친구요?,놀람
"오늘은 일 얘기하지 말자. 아이 몇 살이야? 아니, 그것보다 왜 혼자 있어.",슬픔
살다보니까 그렇게 됐어요.,슬픔
춘천?,놀람
뭐?,놀람
다른 사람 좋아해. 나는 아니야. ,슬픔
남자가 싫어요? 아니면 내가 싫은 거예요?,슬픔
"남자도 싫고, 어린 너두 싫어. 난 우리 딸만 있으면 부족한 거 없는 사람이야. ",슬픔
"성공 같은 거..나한텐 중요하지 않아. 딸만..잘 자라 주면, 우리 딸도 아빠 없이 나랑만 사는 게 과연 좋았을까? 나는 걔랑만 있어도 좋았는데.. 걔는 아닐 수도 있을 거야, 그지.",슬픔
"아니, 걔가 얼마나 착한데. 내가 가끔 걔 속을 썩이지...괜히 우울해져선. ",슬픔
춘천을 가?,놀람
뭐?,놀람
"정말요? 어디로 가요, 어디로? ",행복
"옛날엔 떵떵거리고 살았는데, 오빠가 사업에 실패해서 ...좀 그래요. 그나마 독일연수라도 이사님이 보내주셔서 정말 너무 고마웠어요. ",슬픔
엄마?,놀람
뭐?,놀람
"야, 너 기껏 내 화 풀어주겠다고 이렇게 자리까지 마련해놓고 한다는 말이, 너 화났냐, 아니면 다행이구 그 말뿐이니?",분노
이 자식이… 가져가!,분노
"너 나랑 친구 그만할래? 어디서, 감히 나한테 .. 집어쳐, 자식아!",분노
좋아졌어.,행복
"왜 울었어요? 아니, 무슨 일이 있는거예요?  한 번도 아니고 두 번이에요. 지난번 춘천에서..그리고 오늘..저번에 내가 분명히 말했죠. 내 앞에서 왜 울었는지 말하지 않을 거면 울지 말라고,",슬픔
"그 사람..사랑해요? 사랑하면 다시 만나면 되고, 사랑하지 않으면 안 만나면 되요.",슬픔
"그쪽이 행복하면 딸도 행복하고, 그쪽이 불행하면 딸도 불행해요. 그러니까, 그쪽 마음가는대로 행동해요, 딸 핑계대지 말고.",슬픔
뭐가 말이 안되는데요? 여자인 당신이 마흔이고 남자인 내가 스물 다섯인게? 뭐가 말이 안되는데요? 여자인 당신이 마흔이고 남자인 내가 스물 다섯인게?,분노
"편견덩어리죠, 당신처럼. 왜 남자가 반드시 여자보다 나이가 많아야 하는데요? 그거 누가 정한 법칙이에요? 내가 사는 방식은 내가 정해요. 난 사랑하면 같이 살아야 한다고 생각해요. 사람들 눈치 같은 거 보지말고. ",분노
나 아무래도 시집 너한테 밖에 못 갈 거 같애. 요즘 애들 계산 빠삭 하잖아. 우리 집 알거진 거 알면 누가 나한테 장가 들러 오겠니?,슬픔
싸우자는 얘기니?,놀람
"야, 너 지금 내 가슴 쳤지?",분노
너 이사님하고 전부터 알고 있었지. 회사에서 처음 본 거 아니지? ,분노
둘이 사겨? 연애해?,분노
너 매일 일한단 핑계로 이사님 만났어?,분노
나한테..화 많이 났어?,슬픔
제가 무슨 생각하는데요?,슬픔
"엄마 오늘 늦는다고 해서, 난 아저씨랑 일하는 줄 알았는데. 나보러 왜 왔어요?",놀람
뭐 그런 자식이 있냐?,분노
엄마 술 마셨어?,놀람
전화기가 꺼져있어?,놀람
"너, 어디 아퍼? ",놀람
뭐?,놀람
"너랑 나랑 사랑했니? 임마, 이게 뭐냐, 너랑 나랑! 내가 양다리 걸쳤냐? 내가 너 사랑한다고 말하고, 딴 사람 만나는 거야? 너 나 사랑했어? 너랑 나 친구 아니었어?",분노
뭐?,놀람
뭐?,놀람
너 지금 형한테 엉기냐? ,분노
"내가 임마 뭐 못할 말했냐? 그럼 그 여자가 늙은 여자지, 자식아, 젊은 여자야!",분노
"너나 니 앞가림 잘해, 자식아! ",분노
"아버지 저 무시하세요? 말씀해 보세요. 아버지 저 무시하세요, 제가 동생보다 못났다고 형 노릇도 하면 안된다고 생각하세요?",슬픔
"그래, 자식아, 무시한다, 무시해. 그럼 니가 어쩔 거야, 자식아!",분노
"아버지, 저 서운해요, 서운하다구요! 엄마가 살아 계셨음 저한테 이러지 못하실 겁니다. ",슬픔
"그냥 그런 게 아니라, 무시하시는 거 같은데요?",분노
"쟤가 날 너무 좋아해서...배가 불렀지, 좋아해주면 좋아해주는대로 고마운지나 알지, 그걸 귀찮다고 소리지르고 악을 쓰고...잘살아라.",슬픔
"나 슬퍼. 내가 몇날 며칠 생각해 보니까, 난 너랑 아무 생각 없이 춤추러 다니고, 술 마시러 다니고, 떡볶이 사먹으러 다닐 때가 제일 좋았던 거 같애. 어제두 그렇고 그제도 그렇고..요즘 너랑 안노니까, 누구랑 같이 놀 사람도 없드라. 혼자 노는 건 너무 재미없고..",슬픔
네?,놀람
내 몸이 뭐가 어떤데?,놀람
네?,놀람
무슨 말씀이세요?,놀람
엄마가 너한테 그렇게 가르쳤어?!,분노
왜 모르는 사람을 함부로 집안에 들여! ,분노
엄마?,놀람
"핸드폰을 꺼논 게 아니라, 밧데리가 나갔다고 몇 번을 말해!",분노
"너 지금 누구한테 소릴 질러?! 엄마가 니 친구야, 소릴 지르게!",분노
내가..욕심이 나서..혼자 사는 게 싫어서..젊은 남자랑 바람 핀다고 생각해?,분노
뭐든지?,놀람
어?,놀람
표는? 내가 사게 놔두지..,놀람
매일?,놀람
다들 왜 이래?,놀람
"애 들어, 왜 이래?!",분노
"그래서 당신은 뭐라 그랬어? 맞장구쳤어, 미친 짓이라 그랬어, 뭐라 그랬어?!",분노
그만 소리질러. 왜 이래? ,분노
"그 인간 어딨어. 내가 당장 달려가 그 인간 멱살을 잡아 흔들어 놀 거야, 그 인간 어딨어?",분노
"나 우리 딸한테 사랑 무지무지 받고 있어. 그러니까, 불쌍하게 보지 말라고.",슬픔
정말 걱정...안해두... 되요?,슬픔
병원에 들어간다구?,놀람
어디가 아픈데?,놀람
"엄만 왜 그래?! 오늘 오후에 병원 갈 거면 나한테 얘길 했었어야지. 난 그것도 모르고, 써클 친구들이랑 영화구경 가기로 했잖아.",분노
"엄마는 병원에 누워있는데, 딸은 놀러 가는 게 말이 되냐!",분노
왜 이사가 뭐라 그래? 어디서 스카웃 제의 받았대?,놀람
예?,놀람
왜 그래? ,놀람
아저씨랑..말하기 싫으면 아저씨 나갈까? ,슬픔
아뇨. 왜 울엄마 버렸어요? ,슬픔
"좋아했었는데, 갑자기 싫어져서 버렸어요? 그럼 그만인 거지, 왜 찾아 왔어요? 다시 좋아져서 찾아 왔어요? 아저씨 변덕쟁이예요? ",분노
뭐? ,놀람
"나 나을거야. 억울해서 이대론 못죽어. 딸 아직 어린데, 내가 미쳤니, 죽게. 나는 내가 살 거 같은데, 너는 안믿는 거야? 부탁인데, 너두 믿어 주라. 난 정말 수술만 받으면 거뜬할 거 같애. ",슬픔
"암튼 성격도 이상해, 왜 날 못가게 해! ",분노
"지금 시험이 중요해, 엄마가 중요하지?! ",분노
"아저씬 뭘 그렇게 자꾸 먹어, 짜증나게! ",분노
아저씬 울엄마가 걱정도 안돼요? ,분노
불편해도 입고 있어! 너는 어떻게 남자한테 이쁘게 보일라고 노력을 안해. 니가 뭐가 그렇게 잘났어!,분노
"내 이놈의 자식 들어오기만 해봐라. 감히 전화도 없이 외박을 해, 나쁜 놈의 자식. ",분노
아버지...,슬픔
"아버지, 밤새 그러고 있었어? ",놀람
"보, 봄에? 그, 그러지, 뭐.",놀람
"딸을 내가 키웠나, 지가 알아서 잘 컸지. 일이야 내가 좋아서 한거구...그런데도 갑자기 억울하단 생각이 드네. 내가 늙나.",슬픔
"늙긴 이제부터 시작인데, 야야, 그건 그거고 너 진짜 생각 한번 잘했다. 이제부턴 억울하게 살지마. 니 맘껏 즐기면서..연애도 하고 그러고 살어! 수절하는 것도 아니고, 여적 이게 뭐니? 고작 나이 마흔에...내가 니 인생을 생각하면 정말이지, 속에서 천불이 나, 천불이!",분노
"니가 형을 그렇게 보면 어쩔 거야, 자식아.",분노
뭐가 어쩌고 어째?! 못난 형은 잘난 동생 일에 간섭 좀 하면 어디가 덧나냐!,분노
와우! 그럼 나 밥 빨리 먹어야지.,행복
"이사님이 미워요, 미워서 죽겠어요.",분노
"이사님 전에 저한테 별로라고, 부하직원 이상은 아니라고 분명히 말씀하셨죠? 지금도 그렇게 말씀하실 수 있어요? 이사님은 어른이잖아요. 자기 욕심쯤은 스스로 제어할 수 있었어야 하는 거 아니예요?",분노
엄마가.. 아저씨가 가자 그래도 갈까?,슬픔
"엄마는 형사고, 나는 죄인이야? 뭘 그렇게 꼬치꼬치 물어? 엄마 지금 나 심문해? ",분노
너 귀먹었냐? 그 이산가 뭔가 하는 여자 전화번호 적어달라니까 뭐해?!,분노
뭐야?,분노
"니가 성인이면, 내 자식이 아니냐?",분노
"병원을 안가겠다니, 병원을 안가겠다니, 그게 무슨 말이야!",분노
"그럼 반성해요. 이사님이 원하지도 않는 책임지려고 하지말고, 조용히, 혼자서, 반성해요.",분노
정말?,놀람
고맙다. ,행복
"아니, 이사라는 사람이 그렇게 몇시간씩 자릴 비우는데도 그 회산 잘 굴러갑니까?",분노
"사랑해, 내가 너 사랑한다구. 그런 나보고 니가 지금 그런 부탁하는 게 말이 돼?",분노
"뭘 정리해? 너 포기하면 안된다. 야, 치료방법이 아주 없는 거 아냐. 치료 방법이 없어서 포기할 지경이면 의사가 뭐 한다고 계속 약을 먹으라 그러겠니, 다 치료할 방법이 있으니까,",분노
사람은 왜 이렇게 어리석을까. 나는 내가 이런 줄도 모르고...어리석게 마치 미래가 있는 거처럼 마음을 내주고 있거든. 그렇게 준 마음을 다 어떻게 주워 담니..어떻게..,슬픔
손님 ... 누구요?,놀람
그 사람이..왜 거기 있어요?,놀람
뭐?,놀람
보고 ..싶어요.,슬픔
말..장난이요?,슬픔
너 정말 이래도 돼?,놀람
"야, 자식아, 지금 출근이 문제야!",분노
"뭐, 자식아!",분노
"아버지, 제발 동생 앞에서 저한테 꼴값이니 뭐니 그런 말씀 좀 하지 마세요! 아버지가 저한테 장남대접을 안해주시니까, 이 자식이 절 만만히 보고 깔보잖아요!",분노
아버지!,분노
"어서, 멱살 풀고 자식아!",분노
왜 이사가 많이 힘들대?,놀람
"지난번 내가 병원에 가서 어떤 얘길 들을지..그리고 지금 내 몸 상태가 어떤지, 너는 알고 있었어, 그지? ",슬픔
그래요.,슬픔
무슨 일이야?,놀람
뭐?,놀람
얘가 왜 이래? 받어.,놀람
"너 왜 이렇게 못됐어, 애가!",분노
내가 뭘?! ,분노
"너 어디 가서 니네 아버지보고도 늙다리니 어쩌니 하냐, 자식아!",분노
노력하면 내가 좋아질 거는 같니?,슬픔
당신 이 회사 들어와서 일하는 건 안배우고 변명하는 것만 배웠어. 상사가 명령을 하면 불가능한 일도 가능하게 하는게 유능한 직원이야. 오늘 오후까지 자료 정리해서 부장님한테 넘겨.,분노
오늘도 남편 만나느라 나랑 만날 시간이 없습니까?,슬픔
"만나서 처음으로 당신 나이 많은 게 싫다. 당신이 내 나이만 됐어도, 지금 나한테 뺨 한대 맞았어. ",분노
"왜 그래, 아침부터 쓸쓸하게. ",슬픔
무슨 말이야? 거래처를 바꾸다니? 누구 맘대로?,놀람
네?,놀람
뭐라구요?,분노
뭐?,놀람
"죄송한 줄 알면, 입 닥치고 있어! 몸 아픈 여자랑 뭘 어쩌겠다는 거야, 이 자식아! 그 여자 만났다. 아프다고 지 입으로 말하드라. 그래서 자긴 너 만날 생각 없다고. 너 그 여자 동정해서 이런 거냐? 임마 동정도 정도껏 해야지? 니 인생을 걸고 동정해!",분노
그렇게 얘길 해도 뭐가 어쩌고 어째! ,분노
"너 아픈 사람이랑 한 평생을 사는 게 얼마나 힘든 일인 줄 알기나 아냐? 니 엄마 간호하면서 피가 마르고, 속이 타서, 하루에도 열두 번 씩 죽고 싶었어, 니 아버지는! 그런데 니가 그 짓 을 대물려 하겠다는게 말이 돼! ",분노
그래도..행복하셨잖아요. 어려서 저두 엄마 아픈 거 싫었어요... 우리 엄만 왜 저렇게 맨날 아프나. 밥도 안하고 잠만 자고. 왜 저렇게 아프나.,슬픔
"니 엄마 그런 모습 다 기억하면서, 왜 하필 또 니 엄마 같은 여자야, 자식아!",분노
그게..무슨 말씀이세요?,놀람
아버지 민주적이세요. 왜 그러세요.,슬픔
"너는 왜 그래? 애한테 할 얘기가 있고, 못 할 얘기가 있지, 지 엄마가 남자 좋아한단 얘길 어떻게 애한테 할 수가 있냐!",분노
왜 못해?! 딸하고 엄마 사이에 못할 말이 어딨어?,분노
"이 여자야, 다른 건 몰라도 엄마가 자식한테 남자가 좋네, 어쩌네 하는 말은 해선 안되는 거야. 그걸 어느 자식이 이해하냐. 자식한테 엄마는 첨부터 끝까지 엄마일 뿐이지, 여자가 아냐!",분노
엄마이기 전에 여자야!,분노
"너 장모님이 너한테 나 남자가 좋다, 재혼시켜달라 그러면 기분이 어떨 거 같냐?",분노
"자식 키워봤자 다 헛고생이지, 헛고생. 아들놈 말이야, 어디 지 아버지가 싫다는 여잘 같이 살겠다고, 망할 놈의 자식.",분노
"욕먹어도 싸지, 뭘?",분노
내비 놔두긴 뭘 내비 놔둬. ,분노
"언니 지금 말하는 게 뭐야? 그럼 그 여자랑 산다는 게 옳다는 거야, 지금?",분노
"왜 이래, 자식아, 너?!",분노
"나 너무 답답해서... 누구하고라도 얘기하고 싶은데, 말할 사람이.. 없다...",슬픔
"니가 그렇게 만들었잖아, 임마!",분노
"아버지한테..친구한테.. 형한테 내가 이러는 거 못할 짓인 줄 안다, 나도. 그런데..형..형..나는 말이야. 이럴 수밖에 없다... 눈 딱 감고 이 여자말고 다른 여자도 있다. 다른 여자도 있다. 다른 여자도 너무 많다. 그렇게 생각하면 그 뿐인데...세상 누구도 그 여잔 아니니까..안된다, 형. ",슬픔
너 완전히 돌았구나?,분노
어디로?,놀람
뭐?,놀람
"엄마가 나랑 똑같애? 엄마는 엄마잖아? 엄마가 여자야, 엄마지?!",분노
"나, 니 엄마야. 엄마한테 그런 말은 하는 게 아냐.",슬픔
엄마가 딸한테 남자 좋아한단 말은 해두 되고?,분노
"비겁하게 너 때문이라는 핑계는 대고 싶지 않아. 그냥, 그럴 수가 없으니까. 안만나는 거야. 근데, 얘. 니가 이러니까 참 엄마 외롭다. 니가 다 이해할거라곤 생각 안해. 그런데, 엄마 너한테 챙피한 짓 안했거든. 그런데.. 엄마가.. 챙피해, 징그러? ",슬픔
그래!,분노
엄마가.. 아침에 전화 안했어요?,슬픔
"너한테 아주 못되게 해서 상처 주고 싶어. 그래서 니가 날 떠나고, 나는 욕심 없는 여자로 사람들한테 기억되고. 딸한테도 부끄럽지 않을 수 있다면... 부탁이다. 내가 원하는 대로 해줄 수 없니?",슬픔
넌 그 집에서 혼자 무슨 생각을 하고 있니? 궁금해. 아무도 없는 그곳에서 니가 무슨 생각을 하는지?,슬픔
"나 거기에 혼자 안있어요.  내가 거실에 있을 때, 그쪽은 주방에 있는 거 같고, 내가 방에 있을 때, 그쪽은 딸이랑 마당에 있는 거 같고... 나 거기 혼자 안있어요.",슬픔
뭐?,놀람
무슨 소리야?,놀람
"죽을 시간만 기다리며 살라 그러잖어! 산사람한테 송장 흉내내라 그러잖어, 지금! 끝났다구? 지금 이 순간도 숨 쉬고 있는 애한테, 끝났다구? ",분노
왜 그런 생각을 해? ,놀람
"아빠랑 내가 이기적인가? 엄마가 엄마 좋아하는 사람하고 안살고, 아빠랑 나랑 살면 엄만 안 행복할텐데.. ",슬픔
너 대패질 참 잘한다. 하긴 독일에 있을 때 스튜디오 인테리어도 니가 다 한 거지? 언제 대패질이며 그런 걸 다 배웠어?,놀람
정말...결심 선거야?,슬픔
"아버지, 아직도 화 많이 나셨어? ",슬픔
"오빠.. 나 화해했어. 이사님하고 살라 그랬어. 물론 내가 살라 그래서 살고, 살지 말라 그래서 안살 애 아니지만, 나라도 맘 편하게 져줬다고.",슬픔
"나도 가고 싶은데..다리가 떨려. 다리가 떨려서 못 걷겠어, 못 걷겠어.",슬픔
미안하다..,슬픔
"어떡해 아저씨, 나 다리가 떨려. 다리가 막 떨려..어떡해, 다리가 막 떨려..",슬픔
"미안하다, 너한테 너무 미안해.",슬픔
얼마나 ..아픈 거니? ,슬픔
조금..,슬픔
넌 내가 그렇게 불편해? 나한텐 어떤 말도 솔직하게 할 수가 없을 만큼 내가 불편해?,슬픔
어?,놀람
내가 오니까 좋아?,슬픔
"바보, 그럼 전화하지. 그럼 왔을 건데..",슬픔
"오피스텔로 갔어. 딸이랑 둘이만 있고 싶어하는 거 같으니까, 가드라고. 오늘 보니까, 걔두 안됐드라. 젊어서 실수한 거 때문에... 맘 고생 심하게 하드라. ",슬픔
엄마 보면 자꾸 눈물이 날라 그래서 못보겠어.,슬픔
"나두 엄마 서운하게 안하고 싶은데, 그래두 못보겠어.",슬픔
근데...왜..이제 왔어.,슬픔
나도..모르겠다.,슬픔
"나는, 이제 시간이 너무 흘러서..당신에 대한 감정들..다 잊었는데..왜 이제서...나 당신이 참 밉다.",슬픔
"가, 자식아, 재수 없어. ",분노
넌 일 안하냐? 왜 낮에 일도 안하고 와서 사람 성질을 건드려.,분노
뭐?,놀람
거기만 갔다가 그냥 온 거야?,놀람
오빠랑 아버지 만났어?,놀람
"나 지금 기분 증말 우울하거든, 부탁이다, 오빠 위로 좀 해 주라. ",슬픔
"너 왜 이렇게 매몰차, 기집애가! ",분노
아들놈이 누님 필요 없다고 가라 그럽디까!,분노
매일 아픈 거 아니에요. 오늘같이 괜찮을 땐 정말 거짓말처럼 하나도 안 아퍼. 오늘 딸이 당신이랑 밥 먹으니까 되게 좋아하드 라. 너무 고마웠어요. ,행복
"그냥, 형이 와서.. 너무 좋아.",행복
"형 나한테 화난 거 풀렸지, 그래서 온 거지.",행복
내가 언제 너한테 화를 내. 그냥 나두 속상하니까..,슬픔
엄마... 어딨어?,슬픔
방에...,슬픔
"울지마, 엄마 괜찮을 거야. 아저씨가 가볼게.",슬픔
방에.. 갈까요?,슬픔
어.,슬픔
딸한테.. 가봐줄래. 많이 놀랐을 거야. 나 괜찮다고 말 좀 해줘.,슬픔
나중에 엄마한테 나 대신 아줌마가 내가 미안해 하드라고 말해 줘...,슬픔
"왜, 니가 하면 되잖아. ",슬픔
"너무 미안해서 미안하단 말도 못하겠어, 너무 미안해 서..아줌마 난 딸두 아니야. 엄마 아픈데 무섭다 그러고..나는 지금 내가 너무 싫어. 너무 싫어. ",슬픔
"어우, 너를 어쩌니, 어쩌니, 정말. ",슬픔
나랑 딸한테로 보내주기로 마음먹은 거예요?,슬픔
무슨 마음으로요?,놀람
"형, 모른 척 해줄래.",슬픔
나 니 형이다. 참다참다 못 참겠으면 형한테 속시원하게 말해. 다 들어줄게.,슬픔
"나 못 참을 정도 아니야, 그리고 정말 참기 힘들면, 그래, 형한테 말할게.",슬픔
아빠..엄마 잘 땐 아픈 거 모를까?,슬픔
"우리, 엄마 여기 두고.. 아빠랑 너랑만.. 런던 가자. 엄마는 아저씨가 있으니까, 우리 둘이만 가자. 엄마 너 여기 있으면 아프고 싶어도 맘대로 못아퍼. 사람이 많이 아플 땐 소리도 지르고, 그래야 아픈 것도 덜한데.. ",슬픔
"나 엄마가 아파서 소리지르는 거 볼 자신 있어요. 내가 아침에 못 그런 건 엄마가 옆에 오지 말래니까, 그런 거야. 나 엄마 간호도 잘할 자신 있어. 그리고, 내가 만약 못하면 아빠가 해주면,",슬픔
"아빠도 실은..엄마를 어떻게 해줘야할지 모르겠다. 인정하기 힘들지만, 엄마를 어떻게 해줘야 하는지 아는 사람은.. 아저씨밖에 없는 거 같다.",슬픔
"같이 있어야 하는데, 자꾸 딸 보는 게 힘이 든다. ",슬픔
그러지 말아요. 피하지마. 당신답지 않다. ,슬픔
"이러고 있으니까, 내가 애기 같다.",행복
니가 아무리 커두 넌 엄마한텐 언제나 애기야.,행복
기분 좋다. ,행복
"근데, 너 이 점 언제 났니?",놀람
"정말, 니가 키워줄 거야?",놀람
정말 동생한테 가실려구요?,놀람
정말 아들 만나러 가게?,놀람
딸 짐 속에 넣어주라.,슬픔
뭐?,놀람
응?,놀람
우리 엄마가 자전걸 탄다구?,놀람
정말?,놀람
내가 선배한테 민망한 말 하나 할라그러는데. 그간 쌀쌀맞게 했던 거... 미안.,슬픔
이거 엄마가 좋아하는 목걸이잖아.,놀람
"맞아, 코는 내가 좀 이뻐. ",행복
절대 ..안 잊을게.,슬픔
"엄마, 사랑해.",행복
사랑해.,행복
"나 간다, 엄마.",슬픔
"어, 잘 가.",슬픔
당신은 매일 아침마다 그 집에 왜 그렇게 전활 해?,놀람
왜 그래? 지금 샘내? ,놀람
내 앞에선 아퍼도 내색 잘 안해. 그래서 나도 잘 몰라.,슬픔
다른 사람은 몰라도 넌 이사님에 대해서 하나부터 열 까지 다 알아야 하는 거 아니니?,놀람
"그 사람이 자기 아픈 거 내가 몰랐으면 해. 그래서 알아도 모르는 척 하려고 그래. 어제두 잠 못 자고 뒤척이는 데, 모르는 척 했어.",슬픔
"아무 말도 안해. 그냥 약 잘먹고, 마음 편히 가지라고 누구나 할 수 있는 말만 해주드라.",슬픔
"너 오늘 보니까, 애처럼 투덜거리는 게 왜 그렇게 귀엽니?",행복
"작게라도 결혼식을 했어야 하는데, 널 이렇게 장가보내서 애비 마음이 그렇다.",슬픔
죄송해요.,슬픔
"결혼식은 몰라도, 혼인신곤 해야지.",슬픔
추운데 왜 나와 있어요?,놀람
"아니, 너무 이뻐.",행복
응.,행복
정말요?,놀람
"모렌 종일 서로 얼굴만 쳐다보고 있고, 그 다음날은 일요일이니까 딸이랑 종일 전화하고, 그 다음날엔 일하고, 또 그 다음날엔, 잠만 자고. 어때요?",행복
근데 또 그 다음날엔 뭐하지?,행복
"다시 또 얼굴 보고 있다가, 강가 가서 산책하고,",행복
많이.. 아퍼요?,슬픔
옆에 있고 싶어요.,슬픔
혼자 있고 싶어.,슬픔
뭐?,놀람
어마!,놀람
너 또 누구 퍼다 줄라고 그러지!,분노
아니긴 뭐가 아니야! 이게 누굴 닮아 이래? 니가 받고 다녀도 모자랄 판에 남자만 사겼다하면 아주 기를 쓰고 퍼주네!,분노
"아, 그만 좀 따라오지! 너 형사야?",분노
지금 뭐하는 거죠? 왜 시승차를 끌고 나가서 이제 들어오냐구요?,분노
그게 끝이예요?,분노
